Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
9561,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
9562,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
9563,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
9564,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9565,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9566,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
9567,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
9568,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9569,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9570,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9571,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9572,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
9573,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
9574,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9575,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9576,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9577,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9578,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9579,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9580,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9581,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9582,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9583,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,1
9584,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,1
9585,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,30,Municipality as Employer,Inclusive Workplace,City,NA,0
9586,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
9587,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,32,Municipal Services,Human Rights Commission,County,NA,0
9588,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,33,Municipal Services,Human Rights Commission,City,NA,5
9589,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9590,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
9591,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9592,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9593,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9594,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9595,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9596,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9597,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9598,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9599,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
9600,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9601,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,2
9602,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,2
9603,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
9604,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9605,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
9606,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
9607,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,4
9608,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,4,Non-Discrimination Laws,Employment,County,Gender Identity,4
9609,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,4
9610,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,6,Non-Discrimination Laws,Employment,City,Gender Identity,4
9611,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
9612,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
9613,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,4
9614,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,10,Non-Discrimination Laws,Housing,County,Gender Identity,4
9615,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,4
9616,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,12,Non-Discrimination Laws,Housing,City,Gender Identity,4
9617,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9618,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9619,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,4
9620,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,4
9621,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,4
9622,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,4
9623,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9624,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9625,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,1
9626,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9627,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9628,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,2
9629,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9630,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9631,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,6
9632,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
9633,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
9634,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,30,Municipality as Employer,Inclusive Workplace,City,NA,2
9635,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
9636,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,32,Municipal Services,Human Rights Commission,County,NA,0
9637,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,33,Municipal Services,Human Rights Commission,City,NA,5
9638,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9639,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
9640,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
9641,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9642,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9643,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
9644,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
9645,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,2
9646,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
9647,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
9648,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
9649,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9650,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
9651,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
9652,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
9653,197,Lexington,KY,https://www.hrc.org/resources/municipalities/lexington-ky,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9654,198,Louisville,KY,https://www.hrc.org/resources/municipalities/louisville-ky,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
9655,198,Louisville,KY,https://www.hrc.org/resources/municipalities/louisville-ky,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
9656,198,Louisville,KY,https://www.hrc.org/resources/municipalities/louisville-ky,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9657,198,Louisville,KY,https://www.hrc.org/resources/municipalities/louisville-ky,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9658,198,Louisville,KY,https://www.hrc.org/resources/municipalities/louisville-ky,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,4
9659,198,Louisville,KY,https://www.hrc.org/resources/municipalities/louisville-ky,6,Non-Discrimination Laws,Employment,City,Gender Identity,4
